timestamp,weather_condition,road_condition,location_type,day_of_week,time_of_day,traffic_density,speed_limit,visibility_meters,temperature_celsius,accident_occurred
2024-09-29 07:53:12.150004,clear,dry,intersection,Sunday,7,10,45,5721,18.307379567038215,0
2025-04-05 16:26:19.150004,clear,dry,residential,Saturday,16,8,25,5865,32.3059849594972,0
2024-02-26 19:20:25.150004,clear,dry,intersection,Monday,19,2,65,5814,39.405878853129586,0
2023-04-26 15:18:41.150004,clear,dry,rural,Wednesday,15,9,25,5024,24.936274876090366,0
2024-08-12 10:06:28.150004,snow,wet,highway,Monday,10,2,40,768,8.996773783326226,1
2022-09-12 09:11:13.150004,fog,dry,rural,Monday,9,7,35,499,10.591217626697194,1
2023-04-06 13:13:45.150004,clear,dry,intersection,Thursday,13,5,70,9846,7.584110987138196,0
2024-10-19 21:15:26.150004,clear,icy,highway,Saturday,21,9,70,1125,20.180654990347673,1
2025-02-24 03:29:07.150004,snow,snowy,highway,Monday,3,1,55,994,26.97028853591255,1
2024-05-19 19:18:11.150004,rain,wet,residential,Sunday,19,6,40,712,30.97337817944655,0
2023-12-31 08:52:21.150004,clear,wet,highway,Sunday,8,7,30,3527,10.829655484158593,0
2023-03-04 02:47:45.150004,clear,dry,intersection,Saturday,2,3,65,7174,25.83542511295196,0
2023-09-03 18:50:01.150004,clear,wet,rural,Sunday,18,8,70,1052,35.81112960148882,1
2023-12-07 21:20:18.150004,clear,dry,highway,Thursday,21,2,45,8818,36.041239722535266,0
2023-12-31 13:22:27.150004,clear,dry,intersection,Sunday,13,1,35,8568,25.201450135732124,0
2023-10-05 18:01:18.150004,clear,wet,highway,Thursday,18,7,40,6436,21.845109640626806,0
2023-03-07 10:47:07.150004,clear,dry,residential,Tuesday,10,4,40,9769,16.576303776250338,0
2025-01-03 07:22:06.150004,clear,snowy,intersection,Friday,7,7,25,2871,-0.8401165908935724,1
2023-03-01 06:26:56.150004,clear,dry,highway,Wednesday,6,4,30,9707,-3.8185173697290766,0
2023-09-25 15:35:15.150004,rain,wet,intersection,Monday,15,3,40,1435,14.285550339469015,0
2022-10-17 07:17:18.150004,rain,wet,highway,Monday,7,10,70,318,-2.027792189627034,1
2022-09-04 12:44:33.150004,clear,dry,residential,Sunday,12,10,25,9380,18.8499962834668,0
2022-09-25 15:52:18.150004,snow,snowy,highway,Sunday,15,4,35,484,22.285136515060906,1
2023-08-03 20:59:26.150004,snow,snowy,highway,Thursday,20,8,40,359,16.280779876002036,1
2024-04-20 10:05:13.150004,clear,icy,intersection,Saturday,10,7,55,9395,-8.178664374369317,1
2023-01-27 23:44:18.150004,clear,dry,intersection,Friday,23,9,55,3299,-7.113602059883392,0
2025-01-22 05:34:58.150004,rain,wet,intersection,Wednesday,5,2,25,1622,-4.332940765925727,1
2022-06-18 09:01:02.150004,rain,wet,highway,Saturday,9,7,55,1398,-2.317709750583049,1
2023-03-09 06:45:49.150004,fog,dry,highway,Thursday,6,2,70,463,39.49413068846666,1
2023-11-21 10:24:24.150004,snow,icy,rural,Tuesday,10,2,30,233,7.224750843156123,1
2022-06-03 21:23:15.150004,rain,wet,intersection,Friday,21,8,70,301,4.598668682064309,1
2023-03-24 03:38:08.150004,clear,wet,highway,Friday,3,1,45,257,-7.3866682167885465,1
2024-03-05 14:23:54.150004,clear,dry,highway,Tuesday,14,9,55,8714,21.766019534279827,0
2023-11-22 18:29:05.150004,clear,dry,highway,Wednesday,18,7,70,1688,22.609539256564034,0
2025-02-24 16:36:38.150004,clear,dry,rural,Monday,16,7,35,5177,-1.2275655210667669,0
2023-06-21 07:17:42.150004,rain,wet,intersection,Wednesday,7,8,40,584,35.962077046230654,0
2024-07-09 13:46:35.150004,clear,dry,intersection,Tuesday,13,3,70,4406,30.024677329756365,0
2022-11-04 21:01:07.150004,rain,wet,residential,Friday,21,6,25,654,1.5159658403754026,1
2023-10-30 08:32:04.150004,clear,snowy,highway,Monday,8,7,40,8699,14.292486545826868,0
2022-12-29 18:12:18.150004,clear,dry,intersection,Thursday,18,9,45,6074,12.919542809942495,0
2023-09-18 07:25:52.150004,clear,dry,intersection,Monday,7,7,70,7655,7.426022217116039,0
2025-01-21 16:49:51.150004,clear,dry,highway,Tuesday,16,9,40,1486,30.881735641280656,1
2024-09-07 04:11:54.150004,rain,dry,residential,Saturday,4,2,40,1285,-4.536775718942451,0
2023-12-18 16:31:38.150004,rain,wet,intersection,Monday,16,7,25,1159,10.765711991389637,0
2024-11-23 19:08:43.150004,fog,wet,highway,Saturday,19,5,70,438,11.401556527460851,1
2024-11-27 12:50:39.150004,clear,dry,highway,Wednesday,12,8,45,8687,13.436280230708984,0
2023-04-19 13:08:23.150004,clear,wet,highway,Wednesday,13,2,35,2831,33.06749955493143,0
2025-02-13 20:14:23.150004,clear,dry,rural,Thursday,20,3,25,493,0.9083435100750634,0
2022-09-21 08:32:59.150004,clear,dry,intersection,Wednesday,8,10,65,167,-4.853841324386362,0
2024-06-17 12:46:18.150004,snow,snowy,rural,Monday,12,10,45,665,20.8904231410554,0
2023-08-03 07:20:14.150004,rain,wet,highway,Thursday,7,9,45,206,-1.3082762510976416,1
2024-06-18 04:41:02.150004,snow,icy,residential,Tuesday,4,3,40,967,-6.2533957072690125,1
2023-05-29 08:52:43.150004,clear,wet,highway,Monday,8,7,30,1986,11.332461028552675,0
2023-05-16 10:24:47.150004,snow,icy,highway,Tuesday,10,9,30,614,0.982321542907048,1
2023-02-20 07:16:25.150004,clear,wet,rural,Monday,7,10,70,7976,8.060830943399182,0
2024-01-11 18:06:19.150004,snow,snowy,rural,Thursday,18,10,35,431,2.9855540051228733,1
2022-10-23 08:36:51.150004,clear,dry,intersection,Sunday,8,7,40,4621,-5.368176863829213,0
2024-10-09 09:35:37.150004,clear,dry,intersection,Wednesday,9,8,30,5851,18.01736014621008,0
2023-01-16 00:24:41.150004,clear,dry,highway,Monday,0,2,25,4440,-8.649079098025716,0
2024-03-21 19:44:47.150004,snow,dry,rural,Thursday,19,10,70,478,38.318767399719974,0
2023-07-25 00:15:33.150004,clear,dry,highway,Tuesday,0,1,35,5550,7.066526086748311,0
2023-01-26 04:30:00.150004,clear,dry,residential,Thursday,4,2,40,5452,24.75787552449019,0
2023-12-29 08:21:21.150004,snow,snowy,residential,Friday,8,10,55,544,30.518143627372496,1
2024-10-06 20:45:51.150004,clear,dry,residential,Sunday,20,8,25,4831,3.9552397769777574,0
2023-12-15 11:10:12.150004,clear,dry,highway,Friday,11,3,30,2736,27.43693545550341,0
2025-04-01 12:47:31.150004,clear,dry,highway,Tuesday,12,6,30,1253,31.62104277123548,0
2023-07-23 17:32:44.150004,clear,icy,rural,Sunday,17,8,30,5106,2.0658616905806753,0
2025-02-09 04:01:29.150004,snow,dry,residential,Sunday,4,2,30,434,39.624733844803636,1
2024-01-10 03:11:08.150004,rain,wet,residential,Wednesday,3,2,45,1691,-8.965565857895532,1
2022-12-22 18:59:36.150004,clear,dry,highway,Thursday,18,7,55,5763,0.8500240117770534,0
2024-03-06 00:15:21.150004,fog,wet,residential,Wednesday,0,1,35,474,29.001037813849642,1
2023-06-19 09:09:52.150004,clear,dry,intersection,Monday,9,9,35,4264,-0.2934487472123575,0
2023-06-11 04:56:13.150004,clear,icy,intersection,Sunday,4,2,30,4129,24.912993165310326,1
2024-02-21 18:52:35.150004,clear,dry,residential,Wednesday,18,7,35,362,32.776520249145186,0
2024-09-13 11:00:40.150004,clear,wet,highway,Friday,11,7,55,8404,37.960713631713006,0
2023-06-09 15:32:45.150004,clear,dry,residential,Friday,15,9,25,1578,13.712375770013477,0
2023-03-18 10:58:15.150004,snow,dry,intersection,Saturday,10,10,25,760,38.55545614910587,1
2022-11-07 00:46:05.150004,rain,dry,highway,Monday,0,3,65,487,10.58111483408393,1
2024-12-05 12:21:03.150004,clear,dry,highway,Thursday,12,8,35,4818,0.906401983719288,0
2024-09-24 22:08:40.150004,clear,dry,highway,Tuesday,22,7,30,7617,15.696092654236264,0
2024-08-27 20:47:13.150004,rain,wet,intersection,Tuesday,20,3,40,1235,22.491162215574633,0
2022-06-18 03:55:45.150004,snow,icy,residential,Saturday,3,2,55,203,12.89816580249719,1
2022-09-04 12:31:42.150004,snow,snowy,residential,Sunday,12,5,30,722,18.34862219833958,1
2022-10-01 19:51:04.150004,clear,dry,intersection,Saturday,19,7,45,1992,10.820459386359431,0
2022-11-30 14:29:03.150004,rain,wet,highway,Wednesday,14,10,70,1486,16.23809770106249,1
2023-01-08 18:32:45.150004,clear,dry,residential,Sunday,18,10,40,6514,37.62978359732808,0
2023-01-14 21:55:51.150004,clear,dry,residential,Saturday,21,1,55,721,14.9915576268166,0
2025-01-07 08:10:28.150004,clear,icy,residential,Tuesday,8,9,45,2669,2.658981640463013,1
2023-07-15 02:07:18.150004,clear,wet,residential,Saturday,2,2,35,7969,27.937331075628535,0
2024-02-28 19:47:14.150004,clear,wet,highway,Wednesday,19,4,45,2511,6.879222889077468,1
2024-07-02 02:46:43.150004,clear,dry,highway,Tuesday,2,1,35,8643,30.810358541069533,0
2022-05-23 02:27:01.150004,clear,dry,intersection,Monday,2,3,45,2156,-7.157900550805742,0
2025-04-15 02:01:23.150004,rain,wet,intersection,Tuesday,2,1,40,1658,6.608898855434568,1
2025-03-08 20:35:39.150004,clear,dry,residential,Saturday,20,4,45,1137,-5.282004586968028,0
2022-08-29 06:49:22.150004,clear,dry,intersection,Monday,6,4,30,6826,-5.734108787708427,0
2022-05-06 19:36:49.150004,clear,wet,rural,Friday,19,7,35,9384,22.91947795862186,0
2022-09-11 11:42:25.150004,fog,wet,residential,Sunday,11,4,25,222,9.26674006768037,0
2022-06-14 12:58:45.150004,clear,dry,rural,Tuesday,12,2,45,5174,33.573947099255626,0
2023-04-22 06:27:06.150004,clear,dry,rural,Saturday,6,4,35,7609,15.820256893676458,0
2024-06-06 16:46:59.150004,clear,wet,highway,Thursday,16,8,25,191,4.767161058614137,1
2024-08-13 14:16:28.150004,rain,wet,residential,Tuesday,14,1,35,1830,26.04444439810974,0
2023-11-20 15:01:51.150004,fog,dry,intersection,Monday,15,4,70,370,21.200839579284985,0
2022-05-13 04:33:17.150004,clear,dry,intersection,Friday,4,2,65,7331,29.97973104146017,0
2024-03-22 13:34:40.150004,clear,dry,residential,Friday,13,8,35,1605,22.17941381709425,0
2023-08-07 05:08:02.150004,snow,snowy,intersection,Monday,5,2,70,814,-1.6493291450539864,1
2023-01-11 06:26:19.150004,clear,dry,rural,Wednesday,6,9,25,5944,23.515501883353302,0
2022-10-11 09:51:26.150004,rain,wet,residential,Tuesday,9,9,25,1268,9.577459880790514,1
2023-05-24 22:51:16.150004,clear,dry,residential,Wednesday,22,2,40,5101,13.157151512878404,0
2024-07-03 10:45:37.150004,clear,icy,intersection,Wednesday,10,3,55,720,36.078228786867236,1
2022-05-01 01:26:57.150004,clear,wet,residential,Sunday,1,3,65,4644,7.998202314887351,0
2023-02-03 12:43:29.150004,clear,dry,intersection,Friday,12,9,45,1905,20.597957149541937,0
2024-01-19 03:26:13.150004,rain,wet,residential,Friday,3,3,45,1769,8.174086670611977,1
2023-11-14 16:43:33.150004,snow,snowy,intersection,Tuesday,16,7,65,310,-5.2636257321104125,1
2023-04-23 18:20:50.150004,clear,dry,residential,Sunday,18,9,35,7036,12.676267102415025,0
2024-05-06 03:11:57.150004,rain,wet,intersection,Monday,3,2,65,1106,19.853075222982596,1
2023-08-06 04:23:10.150004,clear,dry,intersection,Sunday,4,1,30,4481,10.375164601879938,0
2024-07-23 05:13:52.150004,clear,dry,highway,Tuesday,5,2,70,619,9.533309233909218,1
2024-09-11 10:48:02.150004,clear,dry,intersection,Wednesday,10,3,30,6506,31.018925694719847,0
2025-02-22 06:51:52.150004,snow,snowy,residential,Saturday,6,7,55,836,-8.51574138552649,1
2023-06-05 11:05:12.150004,rain,wet,intersection,Monday,11,5,35,616,4.779269837005998,1
2023-06-30 06:43:21.150004,rain,wet,highway,Friday,6,6,40,463,30.58786326886058,1
2025-04-12 08:56:39.150004,rain,wet,highway,Saturday,8,8,25,500,36.02650743055819,1
2022-07-14 06:22:57.150004,rain,wet,intersection,Thursday,6,6,35,1679,10.614979292041411,1
2025-01-14 12:20:59.150004,fog,dry,highway,Tuesday,12,7,70,275,34.43971215980382,1
2022-07-10 14:02:43.150004,rain,wet,residential,Sunday,14,8,45,303,-0.05349389374836555,1
2023-09-01 01:23:33.150004,snow,icy,intersection,Friday,1,3,30,320,1.071353393008632,1
2023-06-08 08:39:09.150004,clear,dry,intersection,Thursday,8,9,70,2046,32.30956882924018,1
2023-12-04 22:12:53.150004,clear,wet,highway,Monday,22,6,30,1391,35.16288706703091,1
2023-08-16 05:15:07.150004,clear,dry,highway,Wednesday,5,3,30,9490,1.1402883981333751,0
2022-11-14 16:29:20.150004,clear,wet,highway,Monday,16,10,40,2137,-7.033790501569444,0
2024-12-22 06:43:53.150004,clear,dry,highway,Sunday,6,1,45,8922,-5.4837931472356125,0
2024-02-13 09:50:20.150004,clear,dry,residential,Tuesday,9,10,40,424,3.0690417688181633,0
2024-12-03 18:26:14.150004,rain,wet,intersection,Tuesday,18,8,25,533,28.072453857339745,1
2024-01-03 09:30:44.150004,clear,dry,highway,Wednesday,9,7,35,6325,15.499591389814142,0
2024-04-20 03:09:53.150004,clear,dry,highway,Saturday,3,3,35,5999,12.779442112138483,1
2023-04-02 08:24:31.150004,clear,dry,residential,Sunday,8,9,65,855,19.206996558300048,0
2024-06-05 20:41:30.150004,fog,dry,rural,Wednesday,20,1,30,467,34.51115567310931,1
2022-11-19 16:56:21.150004,clear,dry,highway,Saturday,16,7,65,6520,-5.478481021717121,0
2024-04-07 09:58:50.150004,clear,wet,rural,Sunday,9,8,30,6696,24.736206381829064,0
2022-07-31 21:36:16.150004,rain,wet,highway,Sunday,21,2,25,1524,36.33954228277026,1
2025-01-02 05:10:57.150004,rain,wet,intersection,Thursday,5,2,70,834,0.6675020879199991,1
2024-11-15 19:42:54.150004,clear,dry,intersection,Friday,19,1,40,9029,31.88861579809172,0
2024-03-07 01:50:49.150004,clear,dry,highway,Thursday,1,1,55,7200,24.90123553797511,1
2023-05-13 10:20:57.150004,clear,wet,highway,Saturday,10,1,55,1382,-9.276573196342765,1
2022-05-19 17:54:06.150004,fog,dry,intersection,Thursday,17,9,55,498,1.5805840181064106,1
2022-09-04 04:34:37.150004,clear,dry,highway,Sunday,4,1,45,3197,20.29223804479404,1
2024-08-25 23:26:47.150004,clear,dry,highway,Sunday,23,4,25,8042,15.120016974560581,0
2025-03-22 23:54:07.150004,clear,dry,intersection,Saturday,23,5,35,3499,16.396812626343298,0
2025-02-21 23:14:23.150004,clear,dry,intersection,Friday,23,4,35,482,1.5965212303411338,0
2024-01-29 05:34:36.150004,rain,wet,rural,Monday,5,3,40,1680,23.75017353543133,0
2023-04-20 12:11:37.150004,clear,dry,highway,Thursday,12,10,65,1059,3.320918546838845,0
2025-02-22 18:37:24.150004,clear,wet,residential,Saturday,18,7,25,7329,9.471748323922693,0
2022-12-31 16:02:15.150004,clear,dry,residential,Saturday,16,8,45,5241,8.44579579400381,0
2023-04-08 02:28:32.150004,clear,dry,highway,Saturday,2,2,25,8558,23.601251105994926,0
2024-12-19 10:32:58.150004,clear,dry,intersection,Thursday,10,10,25,5357,-5.487361915839131,0
2023-11-10 01:15:04.150004,rain,wet,highway,Friday,1,2,40,635,0.2770950520092601,1
2024-07-20 11:23:50.150004,rain,wet,highway,Saturday,11,7,70,593,0.024853534253391985,1
2024-05-19 09:41:36.150004,snow,snowy,highway,Sunday,9,8,45,833,-4.578766294214494,1
2023-11-17 22:57:50.150004,snow,icy,intersection,Friday,22,7,55,142,0.37974894182295316,1
2023-03-02 18:01:27.150004,rain,wet,intersection,Thursday,18,7,35,409,20.353013396167718,1
2023-08-10 14:23:34.150004,clear,dry,rural,Thursday,14,8,70,2818,26.60840854370941,0
2023-09-21 08:27:39.150004,rain,wet,highway,Thursday,8,7,30,1165,23.015172348456133,1
2023-08-12 06:29:49.150004,rain,wet,residential,Saturday,6,9,65,210,13.759406899044116,0
2023-03-27 05:14:39.150004,rain,wet,highway,Monday,5,3,55,415,-7.378271445196818,1
2023-10-17 06:21:07.150004,clear,wet,rural,Tuesday,6,4,45,8098,37.95035053433875,0
2025-03-07 16:03:04.150004,clear,dry,highway,Friday,16,7,35,2985,-1.5961769581254028,1
2023-02-08 06:36:00.150004,rain,wet,highway,Wednesday,6,6,55,1387,23.42106852028354,1
2022-12-12 18:18:01.150004,rain,wet,rural,Monday,18,9,70,424,35.644530774105554,0
2024-01-03 13:28:20.150004,fog,wet,residential,Wednesday,13,3,70,274,24.888854799049426,1
2022-05-16 20:15:46.150004,clear,wet,intersection,Monday,20,10,40,6605,0.9024820094475121,0
2023-09-18 17:31:25.150004,clear,dry,intersection,Monday,17,10,65,955,5.789814938201152,1
2024-05-14 07:40:43.150004,clear,dry,residential,Tuesday,7,7,45,8218,-8.48970664944524,0
2024-08-04 06:27:35.150004,rain,wet,residential,Sunday,6,5,45,1469,20.637912042105675,0
2022-11-03 00:39:51.150004,clear,dry,highway,Thursday,0,1,35,4647,20.64964904407833,1
2024-01-10 11:15:42.150004,clear,dry,highway,Wednesday,11,9,35,7703,26.275029068818966,0
2022-12-06 20:14:52.150004,fog,wet,residential,Tuesday,20,7,25,195,-9.450185536218932,1
2024-04-03 00:15:50.150004,clear,dry,highway,Wednesday,0,1,70,7285,30.892064441223333,0
2024-05-13 09:52:34.150004,rain,wet,residential,Monday,9,10,25,1926,26.935547870015405,1
2023-03-09 02:41:17.150004,clear,dry,intersection,Thursday,2,1,45,7258,-2.9556695237955584,0
2023-12-02 06:33:35.150004,rain,wet,rural,Saturday,6,6,30,972,7.381330463448929,0
2023-08-04 06:15:39.150004,clear,snowy,residential,Friday,6,4,40,5338,21.92624464521084,0
2024-08-08 20:02:39.150004,snow,icy,residential,Thursday,20,8,35,898,14.789843747016395,1
2023-08-06 04:22:45.150004,snow,snowy,highway,Sunday,4,2,25,115,-4.245286804936878,1
2022-07-17 19:22:45.150004,clear,dry,intersection,Sunday,19,5,40,8353,-5.632731243170505,0
2024-12-02 00:29:06.150004,clear,dry,highway,Monday,0,1,65,6656,29.07281495540458,0
2022-08-15 00:46:28.150004,clear,wet,residential,Monday,0,3,55,9914,-2.201644099109509,0
2023-07-15 00:51:20.150004,rain,icy,residential,Saturday,0,2,55,1417,-1.3953663034778216,1
2025-04-02 19:00:21.150004,snow,icy,highway,Wednesday,19,1,70,108,31.54615626783788,1
2022-07-03 10:12:50.150004,clear,dry,residential,Sunday,10,6,45,7375,20.606981728160854,0
2024-03-15 04:21:02.150004,rain,wet,residential,Friday,4,1,35,713,20.23578040769862,0
2022-11-17 16:26:25.150004,clear,wet,intersection,Thursday,16,7,70,4045,13.967288568167,0
2023-03-18 15:15:59.150004,rain,wet,highway,Saturday,15,5,55,492,18.449750720114547,1
2024-06-07 17:41:48.150004,fog,wet,residential,Friday,17,10,65,133,20.08848451859055,1
2022-12-12 12:52:53.150004,clear,dry,highway,Monday,12,10,35,7819,38.39131174217901,0
2024-09-03 08:15:47.150004,clear,dry,residential,Tuesday,8,9,25,9519,1.1486653733789627,0
2024-11-25 22:30:13.150004,clear,dry,highway,Monday,22,5,55,1477,0.7281209850229544,0
2024-02-15 20:15:13.150004,clear,dry,rural,Thursday,20,4,30,5663,-7.139075614734216,0
2023-03-25 05:11:51.150004,clear,icy,intersection,Saturday,5,2,55,3152,22.909939940466117,1
2022-05-03 02:46:18.150004,clear,dry,highway,Tuesday,2,2,35,9427,17.452109041113093,0
2025-03-01 22:09:50.150004,clear,snowy,intersection,Saturday,22,7,30,1505,-4.438039807668011,0
2024-03-06 06:09:00.150004,clear,dry,intersection,Wednesday,6,8,40,9421,8.226946755909363,0
2024-08-07 12:29:01.150004,clear,wet,highway,Wednesday,12,4,55,1396,-1.0668397334398083,0
2022-11-11 04:39:30.150004,clear,wet,intersection,Friday,4,2,35,8870,6.574087020043077,1
2025-02-19 20:11:56.150004,clear,dry,rural,Wednesday,20,10,55,1264,37.563208469730505,0
2024-01-15 15:55:52.150004,rain,wet,rural,Monday,15,5,55,1432,24.165941944026443,1
2022-10-20 18:27:55.150004,rain,wet,highway,Thursday,18,8,35,257,-9.621544960242902,1
2025-01-06 09:45:08.150004,clear,wet,residential,Monday,9,9,30,4662,2.6254036892061823,0
2024-04-19 01:14:01.150004,clear,wet,highway,Friday,1,1,25,9789,-9.481922646111048,1
2023-06-19 14:04:31.150004,rain,dry,residential,Monday,14,5,65,1184,25.74342493843404,0
2024-12-02 04:43:22.150004,fog,wet,residential,Monday,4,1,55,388,13.471090102773918,1
2022-08-20 23:04:04.150004,clear,dry,intersection,Saturday,23,7,45,811,39.70093459071946,0
2023-09-13 14:02:16.150004,clear,dry,residential,Wednesday,14,8,40,5508,26.67916305113291,0
2022-10-31 10:19:32.150004,clear,wet,residential,Monday,10,5,35,8097,15.895647135394096,0
2023-07-15 07:06:36.150004,clear,dry,highway,Saturday,7,8,55,4952,30.23527141040676,0
2022-06-18 17:00:29.150004,clear,wet,rural,Saturday,17,9,65,8155,25.240182561703804,0
2025-02-01 02:56:22.150004,clear,dry,rural,Saturday,2,1,25,1546,2.188808881799357,0
2025-01-01 10:37:29.150004,rain,wet,highway,Wednesday,10,2,35,1735,16.512913741375826,1
2024-01-02 21:00:43.150004,clear,dry,residential,Tuesday,21,1,70,4632,17.799936241703545,0
2024-01-03 09:17:15.150004,clear,dry,rural,Wednesday,9,8,55,2093,12.561584930390172,0
2022-08-15 02:47:24.150004,clear,wet,intersection,Monday,2,2,40,3426,-1.0403688572319005,1
2022-10-23 14:08:17.150004,clear,dry,highway,Sunday,14,1,45,8758,1.16845258289435,0
2023-04-06 19:50:13.150004,clear,dry,intersection,Thursday,19,6,35,884,4.05237004779808,1
2024-10-29 00:17:04.150004,clear,dry,rural,Tuesday,0,3,55,673,-9.487242531091812,0
2023-10-09 18:51:11.150004,snow,snowy,residential,Monday,18,9,30,717,35.84719460847547,0
2023-12-03 17:28:02.150004,clear,wet,intersection,Sunday,17,9,25,1614,24.304799579173945,1
2023-06-09 20:57:57.150004,rain,wet,rural,Friday,20,6,45,847,24.480865789223543,0
2023-09-04 10:26:24.150004,snow,snowy,residential,Monday,10,1,35,919,18.616530690456067,1
2024-04-10 12:21:45.150004,clear,icy,rural,Wednesday,12,5,55,546,24.46554040805296,1
2024-09-21 18:04:08.150004,clear,dry,intersection,Saturday,18,8,45,592,39.09312749368182,0
2023-03-13 10:33:01.150004,clear,wet,highway,Monday,10,7,30,965,9.258016881724664,0
2024-01-05 21:49:38.150004,snow,dry,residential,Friday,21,9,35,430,25.626279343828188,0
2024-07-21 09:52:40.150004,snow,snowy,highway,Sunday,9,9,70,560,7.976450218876412,1
2023-02-09 08:50:54.150004,rain,wet,residential,Thursday,8,8,45,1812,32.7144399373413,0
2022-07-22 05:50:52.150004,clear,wet,residential,Friday,5,1,35,8407,32.90143034450175,1
2024-01-30 18:59:30.150004,rain,dry,highway,Tuesday,18,8,70,1168,35.11332127117425,1
2022-07-28 01:25:34.150004,clear,dry,residential,Thursday,1,2,35,9048,-9.726833787906083,0
2023-07-20 14:16:45.150004,clear,dry,intersection,Thursday,14,5,45,7080,4.909572249804743,0
2022-05-26 20:17:43.150004,clear,dry,intersection,Thursday,20,10,35,381,-3.3037824399201963,0
2024-03-13 10:26:50.150004,clear,wet,intersection,Wednesday,10,4,30,7195,12.699309894507842,0
2024-06-23 10:08:00.150004,rain,wet,highway,Sunday,10,5,45,1548,14.772482133964889,0
2023-04-09 14:52:44.150004,clear,dry,highway,Sunday,14,7,55,7029,2.7952021414827755,0
2023-06-25 01:15:18.150004,clear,wet,residential,Sunday,1,1,65,8422,26.172324602253518,0
2023-09-10 04:48:43.150004,clear,dry,residential,Sunday,4,3,45,9558,3.4884858594484687,0
2022-06-02 19:34:18.150004,snow,snowy,highway,Thursday,19,9,30,309,32.694568764167926,1
2024-04-05 18:11:32.150004,rain,wet,residential,Friday,18,9,30,1967,-1.1170315929106582,1
2022-04-26 04:53:08.150004,clear,wet,intersection,Tuesday,4,2,30,1639,8.361764738264181,0
2024-01-14 16:11:00.150004,clear,dry,intersection,Sunday,16,8,70,2536,21.111887921215253,0
2024-08-20 19:36:20.150004,clear,dry,residential,Tuesday,19,5,55,5884,20.266753523162667,0
2024-04-19 12:44:43.150004,snow,snowy,residential,Friday,12,7,55,224,-6.098544399742824,1
2023-08-04 20:19:29.150004,clear,dry,residential,Friday,20,6,65,8729,32.31293060954741,0
2022-11-26 16:17:11.150004,clear,dry,highway,Saturday,16,7,65,8853,19.90324667148876,0
2023-05-18 13:04:39.150004,clear,wet,residential,Thursday,13,8,35,3470,33.49297743535842,0
2025-02-14 11:42:53.150004,clear,icy,residential,Friday,11,9,35,5258,33.381778911393425,1
2023-03-11 12:27:58.150004,rain,wet,rural,Saturday,12,10,40,891,17.29593451875155,1
2024-05-21 06:54:25.150004,clear,dry,intersection,Tuesday,6,1,65,7264,35.539072865571896,0
2022-10-25 03:48:39.150004,clear,wet,highway,Tuesday,3,3,65,1506,32.4203899406728,1
2023-01-10 07:13:00.150004,clear,dry,residential,Tuesday,7,7,35,9579,37.90614722808855,0
2023-03-06 12:11:24.150004,clear,dry,rural,Monday,12,6,30,4547,32.524919927970316,0
2023-05-22 00:31:51.150004,snow,icy,intersection,Monday,0,2,40,561,31.060192550057472,1
2025-02-28 22:34:00.150004,clear,dry,highway,Friday,22,8,65,4633,13.468024033845573,0
2024-08-07 10:49:11.150004,snow,icy,highway,Wednesday,10,5,30,389,0.6015530188963876,1
2023-09-11 20:25:56.150004,rain,wet,highway,Monday,20,8,25,1437,35.5354366537743,1
2024-07-05 00:54:05.150004,clear,dry,intersection,Friday,0,2,70,6621,26.127459322303785,0
2024-09-27 15:03:38.150004,clear,snowy,intersection,Friday,15,7,65,7133,4.087393209926013,0
2023-10-04 10:48:18.150004,clear,dry,highway,Wednesday,10,7,55,5348,7.0497861377821245,0
2024-05-11 03:18:25.150004,rain,wet,highway,Saturday,3,1,45,1655,24.303925592861027,1
2025-03-03 09:58:09.150004,clear,dry,intersection,Monday,9,7,25,5702,13.890865417683543,0
2023-11-25 17:44:19.150004,clear,dry,highway,Saturday,17,10,55,427,-5.925871907681587,1
2022-08-16 19:47:59.150004,clear,icy,intersection,Tuesday,19,9,55,214,-2.9276027127171496,1
2024-04-11 04:39:37.150004,rain,wet,rural,Thursday,4,3,70,1320,27.282434175615556,1
2025-01-14 09:43:46.150004,clear,dry,highway,Tuesday,9,7,30,9962,6.428476424091542,0
2023-10-14 01:43:08.150004,clear,dry,residential,Saturday,1,3,35,5991,15.382471420101961,0
2022-11-02 23:41:59.150004,clear,dry,highway,Wednesday,23,2,45,8396,28.33107391267629,0
2022-11-27 12:52:28.150004,clear,dry,rural,Sunday,12,8,35,1196,27.558779685302625,0
2024-02-18 20:49:32.150004,rain,wet,highway,Sunday,20,6,35,1119,-1.6492486556363062,1
2022-10-30 18:50:43.150004,clear,dry,highway,Sunday,18,10,65,2266,-5.080306780048235,0
2023-11-25 04:24:12.150004,rain,wet,highway,Saturday,4,3,45,448,19.5576146482545,1
2024-09-27 22:46:05.150004,rain,wet,residential,Friday,22,8,45,1726,27.081643696561976,1
2024-01-25 11:48:22.150004,clear,dry,highway,Thursday,11,1,25,3520,-2.5480039002294808,0
2023-05-15 14:13:44.150004,rain,wet,intersection,Monday,14,10,30,932,8.59776436636374,1
2022-09-24 19:19:49.150004,clear,icy,intersection,Saturday,19,4,35,4473,33.513899798382035,1
2024-08-03 16:14:08.150004,clear,icy,residential,Saturday,16,10,70,1576,37.21115707801605,0
